number,miner,size,timestamp,totalDifficulty,baseFeePerGas,difficulty,gasLimit,gasUsed
13691967,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,6782,1637959745,35276461560779000567056,84744710880,10770053374355682,29941381,794323
13691966,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,11744,1637959743,35276450790725626211374,93089292924,10764659753881760,29912171,4230703
13691965,0x26B3eEA1CD34a4aFF7Ce828A5F71DAAC042d38E0,82980,1637959724,35276440026065872329614,89520884802,10769780997055756,29882990,19706180
13691964,0x2DaA35962A6D43EB54C48367b33d0B379C930E5e,82555,1637959708,35276429256284875273858,84472316687,10769643558102284,29912200,22107024
13691963,0x3EcEf08D0e2DaD803847E052249bb4F8bFf2D5bB,145399,1637959698,35276418486641317171574,81100979870,10769506119148812,29941410,19949317
13691962,0xbCC817f057950b0df41206C5D7125E6225Cae18e,7548,1637959696,35276407717135198022762,90652586788,10764112765758935,29912200,2349308
13691961,0x829BD824B016326A401d083B33D092293333A830,72119,1637959692,35276396953022432263827,92654170022,10758722044557145,29912200,12371359
13691960,0x2DaA35962A6D43EB54C48367b33d0B379C930E5e,93589,1637959666,35276386194300387706682,82360307513,10763840387042658,29941438,29939728
13691959,0x2DaA35962A6D43EB54C48367b33d0B379C930E5e,90350,1637959658,35276375430460000664024,77620498018,10758449798773379,29970705,22305863
13691958,0x829BD824B016326A401d083B33D092293333A830,938,1637959657,35276364672010201890645,88620343851,10753061841342689,30000000,105209
13691957,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,11340,1637959654,35276353918948360547956,97861728543,10747676513466626,29999943,3668023
13691956,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,65566,1637959650,35276343171271847081330,97776652214,10742293813861855,29970676,15089649
13691955,0x829BD824B016326A401d083B33D092293333A830,7746,1637959649,35276332428978033219475,110066482812,10736913741245666,29941438,1597885
13691954,0x829BD824B016326A401d083B33D092293333A830,92889,1637959643,35276321692064291973809,101661748539,10731536294335976,29970705,24896486
13691953,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,1812,1637959642,35276310960527997637833,115473847800,10726161471851327,30000000,646517
13691952,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,39330,1637959640,35276300234366525786506,126373226737,10720789272510887,30029295,4654837
13691951,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,146362,1637959617,35276289513577253275619,117102326317,10725889084086754,30000000,24500307
13691950,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,18151,1637959611,35276278787688169188865,125546021507,10720517017683242,29999885,6929280
13691949,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,99933,1637959598,35276268067171151505623,111601848045,10720379578729770,29970618,29964111
13691948,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,11400,1637959591,35276257346791572775853,124678446503,10715010201201493,29941380,2409372
13691947,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,52418,1637959572,35276246631781371574360,128066617923,10720107189586686,29970647,11813671
13691946,0x829BD824B016326A401d083B33D092293333A830,2756,1637959569,35276235911674181987674,145409155144,10714737944996009,29941409,686597
13691945,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,211688,1637959558,35276225196936236991665,129272538555,10714600506042537,29970676,29949856
13691944,0x829BD824B016326A401d083B33D092293333A830,155254,1637959510,35276214482335730949128,116179690127,10735430705185129,29941438,28467698
13691943,0x6EBaF477F83E055589C1188bCC6DDCCD8C9B131a,123081,1637959460,35276203746905025763999,103271235375,10756301667926825,29970705,29970182
13691942,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,36198,1637959454,35276192990603357837174,110363158120,10745670410213379,30000000,7288815
13691941,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,25632,1637959439,35276182244932947623795,119082739876,10745532971259907,29999915,6213236
13691940,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,123298,1637959412,35276171499399976363888,109703066909,10755899340255903,29970648,25235352
13691939,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,59173,1637959401,35276160743500636107985,110903003866,10755761901302431,29941410,13674877
13691938,0x829BD824B016326A401d083B33D092293333A830,28836,1637959397,35276149987738734805554,122854271204,10750375255681146,29912200,3316661
13691937,0x829BD824B016326A401d083B33D092293333A830,117098,1637959396,35276139237363479124408,117624338622,10744991238974269,29941324,20295788
13691936,0x829BD824B016326A401d083B33D092293333A830,543,1637959395,35276128492372240150139,134427815568,10739609849898777,29970591,0
13691935,0xEEa5B82B61424dF8020f5feDD81767f2d0D25Bfb,119076,1637959370,35276117752762390251362,139657722712,10744718855699064,29999886,10506196
13691934,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,127620,1637959361,35276107008043534552298,124148825726,10739337599558308,30029210,30019819
13691933,0x52bc44d5378309EE2abF1539BF71dE1b7d7bE3b5,125111,1637959290,35276096268705934993990,110356736882,10770755107207982,29999915,29997192
13691932,0xc3348B43d3881151224b490e4aa39E03d2B1cDEa,63580,1637959269,35276085497950827786008,110897031857,10775879328082675,29970648,14401251
13691931,0x3EcEf08D0e2DaD803847E052249bb4F8bFf2D5bB,50515,1637959263,35276074722071499703333,113532230089,10770482864293123,29941410,12190823
13691930,0x8F03f1a3f10c05E7CCcF75C1Fd10168e06659Be7,151695,1637959234,35276063951588635410210,100927537268,10780873622236365,29912200,29898864
13691929,0x829BD824B016326A401d083B33D092293333A830,151194,1637959191,35276053170715013173845,89716775711,10796551444187464,29941409,29936288
13691928,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,34655,1637959189,35276042374163568986381,95102308770,10791144891517431,29970676,8196520
13691927,0x45a36a8e118C37e4c47eF4Ab827A7C9e579E11E2,3485,1637959186,35276031583018677468950,107681989251,10785740977477301,29941438,979383
13691926,0x829BD824B016326A401d083B33D092293333A830,128750,1637959155,35276020797277699991649,96908320729,10796146650487195,29970705,28313183
13691925,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,45951,1637959154,35276010001131049504454,97717053118,10790740295373873,30000000,14006848
13691924,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,10271,1637959145,35275999210390754130581,108666153303,10790602856420401,30000000,2908912
13691923,0x52bc44d5378309EE2abF1539BF71dE1b7d7bE3b5,95161,1637959137,35275988419787897710180,102938402391,10785199206916677,30000000,21677101
13691922,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,63210,1637959105,35275977634588690793503,100869729782,10795604350336579,29999915,17460953
13691921,0x829BD824B016326A401d083B33D092293333A830,105471,1637959085,35275966838984340456924,90874422008,10800740710558184,29970648,28171250
13691920,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,16228,1637959084,35275956038243629898740,100837795481,10795332113346243,29941410,3137148
13691919,0x829BD824B016326A401d083B33D092293333A830,107191,1637959067,35275945242911516552497,94717775965,10795194674392771,29912200,22686993
13691918,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,132329,1637959048,35275934447716842159726,84194221016,10800330834479572,29941296,29940268
13691917,0xc365c3315cF926351CcAf13fA7D19c8C4058C8E1,31033,1637959034,35275923647386007680154,91464598324,10800193395526100,29912086,5445384
13691916,0x2A20380DcA5bC24D052acfbf79ba23e988ad0050,70459,1637959018,35275912847192612154054,91121605625,10800055956572628,29941324,15421473
13691915,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,48883,1637959014,35275902047136655581426,95499939942,10794647693550040,29970591,9489113
13691914,0x0708F87A089a91C65d48721Aa941084648562287,62773,1637958999,35275891252488962031386,96357795780,10794510254596568,29999886,13931609
13691913,0x1CA43B645886C98d7Eb7d27ec16Ea59f509CBe1a,35792,1637958987,35275880457978707434818,101105862986,10794372815643096,29970619,9355467
13691912,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,87205,1637958968,35275869663605891791722,96111982206,10799508574235637,29999914,21235017
13691911,0x829BD824B016326A401d083B33D092293333A830,105756,1637958950,35275858864097317556085,87148001698,10804646841747862,29970647,27316359
13691910,0xCD458d7F11023556cC9058F729831a038Cb8Df9c,42733,1637958942,35275848059450475808223,91673010890,10799236338176140,29999942,9076744
13691909,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,21334,1637958938,35275837260214137632083,99986342647,10793828475162531,30029266,5027539
13691908,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,165238,1637958924,35275826466385662469552,88882035402,10793691036209059,30058619,30050573
13691907,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,2982,1637958922,35275815672694626260493,100428308341,10788285879540968,30029295,1204739
13691906,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,27576,1637958919,35275804884408746719525,107659733703,10782883360821470,30000000,6939688
13691905,0x3EcEf08D0e2DaD803847E052249bb4F8bFf2D5bB,133537,1637958909,35275794101525385898055,95763133851,10782745921867998,30000000,29907532
13691904,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,29265,1637958906,35275783318779464030057,104338788433,10772088864882416,30000000,5137143
13691903,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,30909,1637958903,35275772546690599147641,111442850129,10766694251001698,30029238,7357616
13691902,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,29516,1637958891,35275761779996348145943,118408579849,10766556812048226,29999943,7940635
13691901,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,165178,1637958876,35275751013439536097717,105261045652,10766419373094754,29970676,29959177
13691900,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,17578,1637958873,35275740247020163002963,115962446981,10761027526169520,29941438,3918336
13691899,0x829BD824B016326A401d083B33D092293333A830,34788,1637958868,35275729485992636833443,121024574628,10755638310697153,29970705,9970981
13691898,0x829BD824B016326A401d083B33D092293333A830,4270,1637958867,35275718730354326136290,137135634685,10750251725393392,30000000,902080
13691897,0x829BD824B016326A401d083B33D092293333A830,106775,1637958856,35275707980102600742898,128587702845,10750114286439920,30000000,22977060
13691896,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,124419,1637958845,35275697229988314302978,114304760122,10749976847486448,29999972,29994563
13691895,0x45a36a8e118C37e4c47eF4Ab827A7C9e579E11E2,137187,1637958768,35275686480011466816530,101632253377,10786708039527451,29970705,29933518
13691894,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,15572,1637958763,35275675693303427289079,111328001027,10781306290861645,30000000,4548993
13691893,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,65478,1637958752,35275664911997136427434,109482183896,10775907178481181,30029295,17039765
13691892,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,170771,1637958735,35275654136089957946253,97330091311,10775769739527709,30000000,29982531
13691891,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,15848,1637958733,35275643360320218418544,106952739831,10765119488573677,30000000,4203476
13691890,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,534,1637958731,35275632595200729844867,122231702664,10759728276047916,30000000,0
13691889,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,93920,1637958710,35275621835472453796951,111267799319,10759590837094444,30000000,26824341
13691888,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,99949,1637958684,35275611075881616702507,103152335824,10764709604002301,29999886,24440853
13691887,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,110638,1637958679,35275600311172012700206,97887129350,10759318591517815,29970619,21433613
13691886,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,28171,1637958675,35275589551853421182391,106788296697,10753930210078953,29941381,4987827
13691885,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,133610,1637958660,35275578797923211103438,94933841588,10753792771125481,29970648,29955147
13691884,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,162880,1637958650,35275568044130439977957,84397886080,10753655332172009,29941410,29921855
13691883,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,101127,1637958608,35275557290475107805948,77983849265,10769293225091229,29912200,24797007
13691882,0xc93452A74e596e81E4f73Ca1AcFF532089AD4c62,36096,1637958599,35275546521181882714719,81194139155,10769155786137757,29941410,10235358
13691881,0x829BD824B016326A401d083B33D092293333A830,24090,1637958597,35275535752026096576962,88442871318,10763762603725435,29912200,5149746
13691880,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,157314,1637958587,35275524988263492851527,86126296877,10763625164771963,29912200,18174343
13691879,0x8F03f1a3f10c05E7CCcF75C1Fd10168e06659Be7,12373,1637958584,35275514224638328079564,95562471114,10758234681540396,29912200,3141557
13691878,0x829BD824B016326A401d083B33D092293333A830,50131,1637958574,35275503466403646539168,98108446539,10758097242586924,29941381,11862700
13691877,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,75464,1637958555,35275492708306403952244,96335789812,10763215279844313,29970648,17191261
13691876,0x829BD824B016326A401d083B33D092293333A830,155290,1637958551,35275481945091124107931,87371519786,10752577277143631,29941410,27258594
13691875,0x45a36a8e118C37e4c47eF4Ab827A7C9e579E11E2,14461,1637958548,35275471192513846964300,97715586599,10747192185755708,29970677,2294684
13691874,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,64330,1637958532,35275460445321661208592,103531809803,10747054746802236,29999972,8258617
13691873,0x1CA43B645886C98d7Eb7d27ec16Ea59f509CBe1a,4301,1637958531,35275449698266914406356,116684982952,10741672350646300,29970705,1471707
13691872,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,52940,1637958513,35275438956594563760056,120151785498,10746782364019009,30000000,11537577
13691871,0x3EcEf08D0e2DaD803847E052249bb4F8bFf2D5bB,146221,1637958480,35275428209812199741047,106802351340,10757149954317799,30000000,29999034
13691870,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,51715,1637958468,35275417452662245423248,110612920357,10757012515364327,30000000,10866050
13691869,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,27119,1637958459,35275406695649730058921,118681842686,10756875076410855,30000000,6841459
13691868,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,122046,1637958426,35275395938774653648066,108793421938,10767252532508659,30029267,25932279
13691867,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,161788,1637958403,35275385171522121139407,100245866606,10772375042306313,29999972,25231886
13691866,0x829BD824B016326A401d083B33D092293333A830,240754,1637958398,35275374399147078833094,97620727910,10766980288758721,29970705,18209145
13691865,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,539,1637958397,35275363632166790074373,111566546182,10761588168082553,30000000,0
13691864,0x03e75d7DD38CCE2e20FfEE35EC914C57780A8e29,11813,1637958395,35275352870578621991820,124816676863,10756198678992855,30000000,2261192
13691863,0x829BD824B016326A401d083B33D092293333A830,97290,1637958363,35275342114379942998965,116708265108,10766575473900613,30000000,23337108
13691862,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,155735,1637958333,35275331347804469098352,108335315735,10776962412302905,29999858,24274367
13691861,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,16345,1637958327,35275320570842056795447,119258017980,10771565419921737,29970591,4005410
13691860,0x829BD824B016326A401d083B33D092293333A830,103106,1637958299,35275309799276636873710,110442291880,10781957236081625,29941353,24530592
13691859,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,34802,1637958289,35275299017319400792085,119462068432,10781819797128153,29970620,5933791
13691858,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,138236,1637958254,35275288235499603663932,107908279470,10792221637117177,29941382,27794041
13691857,0x5B56F09e7D6272FC014f8526A5290700c5Bb302b,58027,1637958237,35275277443277966546755,109354715020,10792084198163705,29912172,13373492
13691856,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,100748,1637958233,35275266651193768383050,106342732706,10786679825701590,29941410,18362869
13691855,0xEEa5B82B61424dF8020f5feDD81767f2d0D25Bfb,115169,1637958189,35275255864513942681460,94534272345,10797086416451684,29912200,29901665
13691854,0x5DcB78343780E1B1e578ae0590dc1e868792a435,57627,1637958173,35275245067427526229776,96026086542,10796948977498212,29941438,13110097
13691853,0x829BD824B016326A401d083B33D092293333A830,84270,1637958165,35275234270478548731564,93820875839,10791542230814850,29970705,17803135
13691852,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,25533,1637958149,35275223478936317916714,101894861643,10791404791861378,30000000,5491392
13691851,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,39418,1637958144,35275212687531526055336,108818554871,10786000750978718,29999944,7364862
13691850,0x829BD824B016326A401d083B33D092293333A830,9633,1637958141,35275201901530775076618,122019720038,10780599347500100,29970677,2015374
13691849,0x03e75d7DD38CCE2e20FfEE35EC914C57780A8e29,137395,1637958127,35275191120931427576518,109018000413,10780461908546628,29999972,29311429
13691848,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,127663,1637958072,35275180340469519029890,96917007820,10806708034129601,29970705,29953840
13691847,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,103103,1637958054,35275169533761484900289,91767119656,10811849818720426,30000000,21734292
13691846,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,27386,1637958048,35275158721911666179863,99797659945,10806435799786590,29999914,5343798
13691845,0x829BD824B016326A401d083B33D092293333A830,85168,1637958045,35275147915475866393273,97021277244,10801024423126514,29970647,18415910
13691844,0x829BD824B016326A401d083B33D092293333A830,134871,1637958011,35275137114451443266759,87207174347,10811445035965976,29999942,28504480
13691843,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,12355,1637958008,35275126303006407300783,97221837365,10806031214583509,30029266,2641570
13691842,0x829BD824B016326A401d083B33D092293333A830,126855,1637957992,35275115496975192717274,96092943543,10800620035378388,29999971,16409736
13691841,0xc93452A74e596e81E4f73Ca1AcFF532089AD4c62,528,1637957991,35275104696355157338886,109820506906,10795211497061117,30029295,0
13691840,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,170117,1637957965,35275093901143660277769,97672939678,10795074058107645,30000000,29924380
13691839,0xc3348B43d3881151224b490e4aa39E03d2B1cDEa,28104,1637957961,35275083106069602170124,105776931765,10784404973672073,30000000,5806322
13691838,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,50873,1637957960,35275072321664628498051,110885881396,10779004349001316,30000000,9471127
13691837,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,61780,1637957944,35275061542660279496735,114308345660,10778866910047844,30000000,11407124
13691836,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,51044,1637957928,35275050763793369448891,118524569550,10778729471094372,30029295,10741770
13691835,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,33656,1637957914,35275039985063898354519,127657554847,10778592032140900,30000000,6414858
13691834,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,123716,1637957893,35275029206471866213619,113482392631,10783720081508477,29999859,29989139
13691833,0x829BD824B016326A401d083B33D092293333A830,49325,1637957877,35275018422751784705142,117465541255,10783582642555005,29970592,10920195
13691832,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,25405,1637957870,35275007639169142150137,128729239073,10778182419217150,29999887,4500086
13691831,0x2A20380DcA5bC24D052acfbf79ba23e988ad0050,130851,1637957831,35274996860986722932987,115126996887,10793856293193158,29970620,29149412
13691830,0x3EcEf08D0e2DaD803847E052249bb4F8bFf2D5bB,88794,1637957815,35274986067130429739829,113981237110,10793718854239686,29999915,16206215
13691829,0xc365c3315cF926351CcAf13fA7D19c8C4058C8E1,136828,1637957806,35274975273411575500143,104574044756,10793581415286214,29970648,25769631
13691828,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,91901,1637957753,35274964479830160213929,98524624407,10814566175895034,29999943,22367967
13691827,0x3EcEf08D0e2DaD803847E052249bb4F8bFf2D5bB,105026,1637957750,35274953665263984318895,92107312048,10809150831262235,29970676,23337821
13691826,0x45a36a8e118C37e4c47eF4Ab827A7C9e579E11E2,59850,1637957728,35274942856113153056660,94354021084,10814293809207790,29941438,12118919
13691825,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,25947,1637957727,35274932041819343848870,103112386890,10808878597501632,29970705,4802506
13691824,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,69648,1637957726,35274921232940746347238,107300479288,10803466028651358,30000000,10316227
13691823,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,11518,1637957722,35274910429474717695880,118976795577,10798056101367141,30000000,3223267
13691822,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,123557,1637957707,35274899631418616328739,126781243808,10797918662413669,30029295,7620428
13691821,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,89003,1637957700,35274888833499953915070,122775867346,10787246802754383,30000000,18914818
13691820,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,158123,1637957648,35274878046253151160687,109149355317,10808219166861183,29999972,29981109
13691819,0x2A20380DcA5bC24D052acfbf79ba23e988ad0050,2892,1637957642,35274867238033984299504,124093918032,10802806919841383,29970705,547930
13691818,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,112469,1637957626,35274856435227064458121,116465262798,10802669480887911,30000000,22860186
13691817,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,134532,1637957600,35274845632557583570210,103533947024,10802532041934439,29999972,29987886
13691816,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,119465,1637957535,35274834830025541635771,92033020709,10834135233547997,29970705,29966534
13691815,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,41209,1637957531,35274823995890308087774,97034027535,10828710338374616,30000000,8815357
13691814,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,6536,1637957528,35274813167179969713158,109123467735,10823288090783067,30029295,1707249
13691813,0x3EcEf08D0e2DaD803847E052249bb4F8bFf2D5bB,70810,1637957506,35274802343891878930091,110254059721,10828437975059604,30000000,13769469
13691812,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,146342,1637957502,35274791515453903870487,98232965081,10823015860393050,29999915,29684714
13691811,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,124576,1637957451,35274780692438043477437,87327161020,10844058222655702,29970648,29956795
13691810,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,103371,1637957446,35274769848379820821735,83774684986,10838628484637466,29941410,20049382
13691809,0x2A20380DcA5bC24D052acfbf79ba23e988ad0050,2980,1637957443,35274759009751336184269,95184071337,10833201396564578,29912200,614211
13691808,0x829BD824B016326A401d083B33D092293333A830,20448,1637957439,35274748176549939619691,104745580155,10827776957143751,29912200,4034178
13691807,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,136676,1637957418,35274737348772982475940,93864345564,10832929034320318,29941410,28854550
13691806,0x829BD824B016326A401d083B33D092293333A830,27834,1637957410,35274726515843948155622,100220202863,10827504727823964,29912200,7368102
13691805,0x21479eB8CB1a27861c902F07A952b72b10Fd53EF,52999,1637957407,35274715688339220331658,103132101266,10822083068622142,29912143,11577836
13691804,0x433022C4066558E7a32D850F02d2da5cA782174D,36678,1637957400,35274704866256151709516,110451062355,10816664055422859,29941381,7034513
13691803,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,84867,1637957374,35274694049592096286657,109337497519,10821810703727066,29970648,16206287
13691802,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,151450,1637957346,35274683227781392559591,97189406042,10832251635511398,29941410,29940690
13691801,0x829BD824B016326A401d083B33D092293333A830,152582,1637957334,35274672395529757048193,88073174953,10826827659614755,29912200,27340644
13691800,0x2A20380DcA5bC24D052acfbf79ba23e988ad0050,3714,1637957332,35274661568702097433438,99936815046,10821406330851298,29941324,753155
13691799,0x2DaA35962A6D43EB54C48367b33d0B379C930E5e,30974,1637957330,35274650747295766582140,108186415517,10810711556393536,29970591,5843837
13691798,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,129302,1637957296,35274639936584210188604,98335758218,10821141638571480,29999886,27020742
13691797,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,47993,1637957292,35274629115442571617124,99207059268,10810447122350088,29970619,13932423
13691796,0x829BD824B016326A401d083B33D092293333A830,11084,1637957290,35274618304995449267036,111466077127,10805033787992323,29941381,1798901
13691795,0x52bc44d5378309EE2abF1539BF71dE1b7d7bE3b5,111430,1637957284,35274607499961661274713,105332302438,10799623095574216,29970648,21966400
13691794,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,148829,1637957280,35274596700338565700497,93633869049,10794215043806386,29941410,29933991
13691793,0x8F03f1a3f10c05E7CCcF75C1Fd10168e06659Be7,119574,1637957240,35274585906123521894111,83235043471,10809912437525069,29912200,29904215
13691792,0x45a36a8e118C37e4c47eF4Ab827A7C9e579E11E2,31493,1637957230,35274575096211084369042,87375441743,10809774998571597,29941438,9295464
13691791,0x45a36a8e118C37e4c47eF4Ab827A7C9e579E11E2,30018,1637957222,35274564286436085797445,93369779410,10804361992239103,29970705,7288878
13691790,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,13584,1637957219,35274553482074093558342,101372691297,10798951627686175,30000000,5526547
13691789,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,12299,1637957215,35274542683122465872167,113788827480,10793543903623512,30000000,1906128
13691788,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,129213,1637957199,35274531889578562248655,101151871760,10793406464670040,30029295,30020948
13691787,0x3EcEf08D0e2DaD803847E052249bb4F8bFf2D5bB,2925,1637957196,35274521096172097578615,114928285065,10788001446885082,30000000,615642
13691786,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,105662,1637957173,35274510308170650693533,111598121783,10793134092937927,30000000,18580881
13691785,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,92484,1637957156,35274499515036557755606,107514736564,10792996653984455,30029295,19576670
13691784,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,43497,1637957147,35274488722039903771151,116680048706,10792859215030983,30000000,5573903
13691783,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,101172,1637957121,35274477929180688740168,107957933809,10797994234199678,30000000,24695015
13691782,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,33394,1637957113,35274467131186454540490,117327297786,10792586977386155,30000000,5417203
13691781,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,85762,1637957098,35274456338599477154335,116023072757,10792449538432683,30000000,16348930
13691780,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,135529,1637957059,35274445546149938721652,103136104769,10808144342167933,29999801,29993930
13691779,0x829BD824B016326A401d083B33D092293333A830,58535,1637957056,35274434738005596553719,107939445145,10802732131665797,29970534,9650473
13691778,0xc3348B43d3881151224b490e4aa39E03d2B1cDEa,58275,1637957043,35274423935273464887922,109981099234,10802594692712325,29999829,12772285
13691777,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,153832,1637957039,35274413132678772175597,97761015515,10797185190677468,29970562,29970509
13691776,0x45a36a8e118C37e4c47eF4Ab827A7C9e579E11E2,20699,1637957032,35274402335493581498129,107971435045,10791778328711930,29941324,3644945
13691775,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,20115,1637957023,35274391543715252786199,118555313625,10791640889758458,29970591,4282946
13691774,0x52bc44d5378309EE2abF1539BF71dE1b7d7bE3b5,157770,1637957003,35274380752074363027741,105398300656,10796775313751153,29999886,29979649
13691773,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,24864,1637957000,35274369955299049276588,115749629269,10791368651823158,29970619,4264386
13691772,0x6EBaF477F83E055589C1188bCC6DDCCD8C9B131a,56401,1637956982,35274359163930397453430,115922268636,10796502942822235,29941381,14792327
13691771,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,58418,1637956955,35274348367427454631195,119377801882,10806919135837353,29970648,11515179
