number,miner,size,timestamp,totalDifficulty,baseFeePerGas,difficulty,gasLimit,gasUsed
13691770,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,162233,1637956954,35274337560508318793842,113560311675,10801507523288526,29941410,21106083
13691769,0x2A20380DcA5bC24D052acfbf79ba23e988ad0050,113275,1637956906,35274326759000795505316,100948887464,10822507794871910,29912200,29903682
13691768,0x829BD824B016326A401d083B33D092293333A830,115058,1637956849,35274315936493000633406,89739821388,10848856822770903,29941381,29930154
13691767,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,123248,1637956803,35274305087636177862503,79777954980,10869949754431555,29970648,29955053
13691766,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,25462,1637956800,35274294217686423430948,86323702221,10864507380233829,29941410,5889125
13691765,0x829BD824B016326A401d083B33D092293333A830,108546,1637956791,35274283353179043197119,82978337191,10864369941280357,29912200,19779876
13691764,0x6EBaF477F83E055589C1188bCC6DDCCD8C9B131a,16896,1637956786,35274272488809101916762,91142949688,10858930290271089,29912172,4237921
13691763,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,118798,1637956772,35274261629878811645673,87390873435,10858792851317617,29941410,20112773
13691762,0x829BD824B016326A401d083B33D092293333A830,9436,1637956770,35274250771085960328056,97673921284,10853355922167775,29912200,2359551
13691761,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,20138,1637956769,35274239917730038160281,108282088758,10847921646472862,29941352,3237512
13691760,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,67981,1637956753,35274229069808391687419,109509223625,10847784207519390,29912142,13615317
13691759,0x6EBaF477F83E055589C1188bCC6DDCCD8C9B131a,123874,1637956720,35274218222024184168029,97355315147,10858250528847996,29882961,29863922
13691758,0x829BD824B016326A401d083B33D092293333A830,139789,1637956710,35274207363773655320033,91726571037,10858113089894524,29912171,22298252
13691757,0xab3B229eB4BcFF881275E7EA2F0FD24eeaC8C83a,10995,1637956705,35274196505660565425509,101997287089,10852676492497450,29882990,2905108
13691756,0xbCC817f057950b0df41206C5D7125E6225Cae18e,83882,1637956691,35274185652984072928059,101134421360,10852539053543978,29912200,15976928
13691755,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,21002,1637956689,35274174800445019384081,110231589357,10847105176516036,29941410,5086713
13691754,0x2A20380DcA5bC24D052acfbf79ba23e988ad0050,124720,1637956663,35274163953339842868045,103509134396,10852266695910176,29912200,22726754
13691753,0x829BD824B016326A401d083B33D092293333A830,146965,1637956640,35274153101073146957869,93846673410,10857430736808661,29912200,27275150
13691752,0x433022C4066558E7a32D850F02d2da5cA782174D,120020,1637956625,35274142243642410149208,87046590019,10857293297855189,29941267,24326685
13691751,0xEEa5B82B61424dF8020f5feDD81767f2d0D25Bfb,39142,1637956617,35274131386349112294019,92207699429,10851857100551839,29970534,8275146
13691750,0x6EBaF477F83E055589C1188bCC6DDCCD8C9B131a,47272,1637956607,35274120534492011742180,94569236036,10851719661598367,29999829,12003350
13691749,0xc3348B43d3881151224b490e4aa39E03d2B1cDEa,112988,1637956592,35274109682772350143813,87242485534,10851582222644895,30029153,25102143
13691748,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,43895,1637956587,35274098831190127498918,91761440608,10846148812591525,30058506,9108115
13691747,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,40495,1637956578,35274087985041314907393,97623617309,10846011373638053,30029182,7801731
13691746,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,68732,1637956565,35274077139029941269340,97350959762,10845873934684581,29999887,15336034
13691745,0x829BD824B016326A401d083B33D092293333A830,117921,1637956555,35274066293156006584759,95966010283,10845736495731109,29970620,16715414
13691744,0x3EcEf08D0e2DaD803847E052249bb4F8bFf2D5bB,59768,1637956547,35274055447419510853650,99411772189,10840305938643534,29999915,10840588
13691743,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,15839,1637956539,35274044607113572210116,110323782302,10834878031901048,29970648,3127862
13691742,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,103789,1637956515,35274033772235540309068,105754310134,10840033578093129,29941410,20145584
13691741,0x829BD824B016326A401d083B33D092293333A830,39002,1637956506,35274022932201962215939,112372951781,10839896139139657,29912200,7908919
13691740,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,7585,1637956498,35274012092305823076282,126120813042,10834468432396929,29941324,1915587
13691739,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,169917,1637956490,35274001257837390679353,112131974274,10829043374608200,29912114,29882602
13691738,0xab3B229eB4BcFF881275E7EA2F0FD24eeaC8C83a,127194,1637956489,35273990428794016071153,99682303259,10823620964480666,29882933,29870201
13691737,0xEEa5B82B61424dF8020f5feDD81767f2d0D25Bfb,160542,1637956419,35273979605173051590487,88619381314,10855286121586524,29912143,29892564
13691736,0x829BD824B016326A401d083B33D092293333A830,16878,1637956416,35273968749886930003963,97953651924,10849850903871397,29941381,3557907
13691735,0xbCC817f057950b0df41206C5D7125E6225Cae18e,60775,1637956405,35273957900036026132566,100389288083,10849713464917925,29970648,12076743
13691734,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,64026,1637956388,35273947050322561214641,101383113178,10849576025964453,29999943,13823653
13691733,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,113512,1637956366,35273936200746535250188,92468111728,10854738752417434,29970676,26543425
13691732,0x829BD824B016326A401d083B33D092293333A830,15218,1637956363,35273925346007782832754,101449528230,10849303801841969,29941438,4367751
13691731,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,170732,1637956359,35273914496703980990785,91528447142,10843871503755804,29970705,27979860
13691730,0xc3348B43d3881151224b490e4aa39E03d2B1cDEa,145804,1637956335,35273903652832477234981,81370475059,10849031443436822,30000000,29980331
13691729,0x8F03f1a3f10c05E7CCcF75C1Fd10168e06659Be7,25109,1637956334,35273892803801033798159,88231734890,10843599278273256,29999857,5668283
13691728,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,22259,1637956331,35273881960201755524903,97063992982,10838169764239589,30029181,4084668
13691727,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,49536,1637956325,35273871122031991285314,102276230800,10832742900041956,30058534,8901852
13691726,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,6316,1637956323,35273860289289091243358,115675804180,10827318684387124,30029210,1100594
13691725,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,98023,1637956303,35273849461970406856234,113332355406,10832470537688382,29999915,17481270
13691724,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,162584,1637956287,35273838629499869167852,105494025733,10832333098734910,29970648,23892741
13691723,0x829BD824B016326A401d083B33D092293333A830,55818,1637956274,35273827797166770432942,109945088437,10832195659781438,29941410,10122063
13691722,0x829BD824B016326A401d083B33D092293333A830,88440,1637956253,35273816964971110651504,109418517765,10837349895581667,29970677,15562267
13691721,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,79679,1637956237,35273806127621215069837,109305444821,10837212456628195,29999972,15124122
13691720,0x829BD824B016326A401d083B33D092293333A830,62524,1637956212,35273795290408758441642,111303437574,10842369143232942,29970705,12833352
13691719,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,124688,1637956183,35273784448039615208700,101899080569,10852830171243574,30000000,26074907
13691718,0x829BD824B016326A401d083B33D092293333A830,71788,1637956173,35273773595209443965126,103871954774,10852692732290102,29999771,12720703
13691717,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,148679,1637956144,35273762742516711675024,92334668173,10863163851785638,30029095,30023179
13691716,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,88455,1637956111,35273751879352859889386,86999325730,10873645206979606,29999800,22359001
13691715,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,148179,1637956107,35273741005707652909780,77386724416,10868201029242325,29970533,29876439
13691714,0x829BD824B016326A401d083B33D092293333A830,103588,1637956090,35273730137506623667455,69392783667,10868063590288853,29941295,28767409
13691713,0x45a36a8e118C37e4c47eF4Ab827A7C9e579E11E2,545,1637956088,35273719269443033378602,79306038476,10862622136620235,29970562,0
13691712,0xEEa5B82B61424dF8020f5feDD81767f2d0D25Bfb,35120,1637956081,35273708406820896758367,85508271789,10857183338614706,29999857,6295923
13691711,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,40421,1637956075,35273697549637558143661,90632377132,10851747194976188,30029181,8223521
13691710,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,133429,1637956058,35273686697890363167473,80571365022,10851609756022716,29999886,29984384
13691709,0x829BD824B016326A401d083B33D092293333A830,21950,1637956055,35273675846280607144757,88458138263,10846176332531875,29970619,4296797
13691708,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,67128,1637956048,35273665000104274612882,90643757381,10840745560785051,29999914,12106503
13691707,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,64986,1637956036,35273654159358713827831,92638430447,10840608121831579,29970647,12404034
13691706,0x829BD824B016326A401d083B33D092293333A830,93187,1637956035,35273643318750591996252,102033139833,10835180067610719,29941409,3943274
13691705,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,75870,1637956024,35273632483570524385533,102759740586,10835042628657247,29970676,14137663
13691704,0x829BD824B016326A401d083B33D092293333A830,129914,1637956001,35273621648527895728286,93140650793,10840198255258100,29941438,27339513
13691703,0x829BD824B016326A401d083B33D092293333A830,23383,1637955994,35273610808329640470186,100941311097,10834770401069731,29970705,5720908
13691702,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,133232,1637955986,35273599973559239400455,90107137501,10829345195907320,30000000,29428389
13691701,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,8592,1637955984,35273589144214043493135,101381956770,10823922638478029,30029210,1656255
13691700,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,12221,1637955983,35273578320291405015106,112506431467,10818502727489650,29999915,3134563
13691699,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,150903,1637955971,35273567501788677525456,103901849911,10818365288536178,29970648,24913343
13691698,0x776BB566dC299C9e722773d2A04B401e831a6DC8,12847,1637955963,35273556683423388989278,115281368841,10812948089773247,29999943,3154695
13691697,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,90939,1637955945,35273545870475299216031,112078664191,10818092922754713,30029267,18447039
13691696,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,7161,1637955941,35273535052382376461318,126521531133,10812675856917981,29999972,1301587
13691695,0xc365c3315cF926351CcAf13fA7D19c8C4058C8E1,12476,1637955940,35273524239706519543337,127261918444,10807261434842028,29970705,14287895
13691694,0x3EcEf08D0e2DaD803847E052249bb4F8bFf2D5bB,131097,1637955920,35273513432445084701309,114036183401,10812403489780050,30000000,28917409
13691693,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,15398,1637955918,35273502620041594921259,127833754583,10806989200630958,30000000,2047955
13691692,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,66129,1637955899,35273491813052394290301,128123830099,10812131122577181,30029267,14742685
13691691,0x829BD824B016326A401d083B33D092293333A830,57038,1637955882,35273481000921271713120,131922816078,10811993683623709,29999972,11544345
13691690,0x829BD824B016326A401d083B33D092293333A830,134828,1637955856,35273470188927588089411,122956269468,10817138050358888,29970705,23727768
13691689,0x3EcEf08D0e2DaD803847E052249bb4F8bFf2D5bB,33718,1637955846,35273459371789537730523,131395940203,10817000611405416,30000000,7292300
13691688,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,186844,1637955820,35273448554788926325107,119002603477,10822147424123879,30000000,27497209
13691687,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,16238,1637955813,35273437732641502201228,132310087375,10816728379516347,30029267,2933499
13691686,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,119755,1637955796,35273426915913122684881,121282059134,10816590940562875,29999972,25911428
13691685,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,100772,1637955790,35273416099322182122006,117004646210,10811174607757959,29970705,19367984
13691684,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,15327,1637955789,35273405288147574364047,130756657286,10805760918356071,30000000,2379294
13691683,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,24620,1637955781,35273394482386656007976,144772252035,10800349871067118,30000000,3382640
13691682,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,172808,1637955771,35273383682036784940858,128687217624,10800212432113646,30029295,30028484
13691681,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,6528,1637955761,35273372881824352827212,145247326475,10800074993160174,30000000,1318419
13691680,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,170880,1637955754,35273362081749359667038,129293704306,10794666720846914,29999972,29806839
13691679,0x5B56F09e7D6272FC014f8526A5290700c5Bb302b,111953,1637955612,35273351287082638820124,114932558821,10868827910185722,29970705,29965046
13691678,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,64996,1637955590,35273340418254728634402,115974988406,10874000041565045,30000000,13921392
13691677,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,16540,1637955589,35273329544254687069357,127472862105,10868555690653247,30000000,4176168
13691676,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,201406,1637955551,35273318675698996416110,113315067890,10884362141555568,30000000,29993022
13691675,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,7698,1637955546,35273307791336854860542,127995249432,10878912733493945,30000000,1236819
13691674,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,190162,1637955538,35273296912424121366597,121187772097,10873465984977496,29999829,21740632
13691673,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,160293,1637955501,35273286038958136389101,107762939652,10889279639245574,29970562,29919906
13691672,0xd7aD8e2A17800A2c413f331d334F83f5Da8d5dBA,44167,1637955490,35273275149678497143527,112766389846,10889142200292102,29941324,9656670
13691671,0xc3348B43d3881151224b490e4aa39E03d2B1cDEa,35912,1637955481,35273264260536296851425,119014357815,10889004761338630,29970591,8691759
13691670,0x829BD824B016326A401d083B33D092293333A830,24929,1637955470,35273253371531535512795,128555202663,10888867322385158,29941353,6082174
13691669,0x829BD824B016326A401d083B33D092293333A830,25517,1637955468,35273242482664213127637,118769164765,10883415715601803,29970620,24863080
13691668,0x3EcEf08D0e2DaD803847E052249bb4F8bFf2D5bB,116291,1637955448,35273231599248497525834,105584721449,10888594973412692,29999915,29984404
13691667,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,69577,1637955442,35273220710653524113142,108341531774,10883143499547332,29970648,11934845
13691666,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,54029,1637955431,35273209827510024565810,112840422838,10883006060593860,29941410,10195709
13691665,0x829BD824B016326A401d083B33D092293333A830,70701,1637955421,35273198944503963971950,115689859291,10882868621640388,29912200,12009155
13691664,0x537B6bd3caEB0d41540aC1Fd406b9ACDa5670aaD,20997,1637955417,35273188061635342331562,127927866657,10877419942480627,29941381,3513520
13691663,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,92186,1637955412,35273177184215399850935,126931729297,10871973922510305,29970648,15926141
13691662,0x03e75d7DD38CCE2e20FfEE35EC914C57780A8e29,83324,1637955411,35273166312241477340630,133371910571,10866530560431623,29941410,9187535
13691661,0x829BD824B016326A401d083B33D092293333A830,134084,1637955355,35273155445710916909007,119781440145,10892987328823911,29912200,28531521
13691660,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,27444,1637955352,35273144552723588085096,106485565992,10887533711300469,29941353,29924682
13691659,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,14223,1637955344,35273133665189876784627,117828077574,10882082755376599,29970620,3445035
13691658,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,91507,1637955322,35273122783107121408028,114133327681,10887261362010045,29999915,18884613
13691657,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,14751,1637955315,35273111895845759397983,128644635292,10881810539004325,29970648,1462388
13691656,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,228315,1637955281,35273101014035220393658,114354225964,10892310121654029,29941410,29937358
13691655,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,37408,1637955265,35273090121725098739629,123934051319,10892172682700557,29912200,5707515
13691654,0x829BD824B016326A401d083B33D092293333A830,206835,1637955257,35273079229552416039072,111192533306,10886719462759410,29912200,28666619
13691653,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,108586,1637955202,35273068342832953279662,98840880445,10913225641093763,29912200,29908015
13691652,0x0708F87A089a91C65d48721Aa941084648562287,137516,1637955195,35273057429607312185899,87868961634,10907762146404742,29941353,29925403
13691651,0xc365c3315cF926351CcAf13fA7D19c8C4058C8E1,27621,1637955165,35273046521845165781157,96779729649,10918287097194624,29912143,3939708
13691650,0x829BD824B016326A401d083B33D092293333A830,92462,1637955154,35273035603558068586533,98002784192,10918149658241152,29941381,13476041
13691649,0xEEa5B82B61424dF8020f5feDD81767f2d0D25Bfb,68869,1637955140,35273024685408410345381,99565112908,10918012219287680,29970648,13104183
13691648,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,27932,1637955136,35273013767396191057701,107547568804,10912546388542928,29999943,6093281
13691647,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,131183,1637955134,35273002854849802514773,103275671490,10907083225358325,29970676,19944169
13691646,0x2A20380DcA5bC24D052acfbf79ba23e988ad0050,14808,1637955132,35272991947766577156448,115634179959,10901622728431986,29941438,2170645
13691645,0x6EBaF477F83E055589C1188bCC6DDCCD8C9B131a,74105,1637955118,35272981046143848724462,118396556200,10901485289478514,29970705,12188299
13691644,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,61335,1637955116,35272970144658559245948,120423298375,10896027524585304,30000000,12980382
13691643,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,17528,1637955112,35272959248631034660644,132943422558,10890572423315760,29999944,3698833
13691642,0xEEa5B82B61424dF8020f5feDD81767f2d0D25Bfb,80271,1637955091,35272948358058611344884,134686157867,10895755177319963,29970677,13434148
13691641,0xc93452A74e596e81E4f73Ca1AcFF532089AD4c62,192533,1637955084,35272937462303434024921,119726383207,10890300208967582,29999972,29993935
13691640,0xab3B229eB4BcFF881275E7EA2F0FD24eeaC8C83a,2526,1637955079,35272926572003225057339,136269853949,10884847902874035,29970705,431305
13691639,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,100619,1637955069,35272915687155322183304,136458433818,10884710463920563,30000000,14834165
13691638,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,143039,1637955053,35272904802444858262741,142549750636,10884573024967091,30029267,9881891
13691637,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,188012,1637955041,35272893917871833295650,126711659111,10884435586013619,29999972,29999152
13691636,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,137507,1637954959,35272883033436247282031,112646619496,10926981669205475,29970705,29953902
13691635,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,119062,1637954918,35272872106454578076556,104377503167,10942873830589779,30000000,24506780
13691634,0x829BD824B016326A401d083B33D092293333A830,8653,1637954917,35272861163580747486777,117287699396,10937395866310960,30000000,1791253
13691633,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,169740,1637954889,35272850226184881175817,105191796412,10947949784568980,30000000,28798684
13691632,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,77239,1637954872,35272839278235096606837,104828663806,10947812345615508,30000000,15415687
13691631,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,37242,1637954862,35272828330422750991329,111266375906,10947674906662036,30000000,8056973
13691630,0xEEa5B82B61424dF8020f5feDD81767f2d0D25Bfb,65946,1637954847,35272817382747844329293,113401180592,10947537467708564,29999800,12740886
13691629,0x829BD824B016326A401d083B33D092293333A830,40238,1637954844,35272806435210376620729,121998065913,10942057227374539,30029124,6550266
13691628,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,177624,1637954813,35272795493153149246190,108449494573,10952615702192739,30058476,30050033
13691627,0x4F9bEBE3adC3c7f647C0023C60f91AC9dfFA52d5,46028,1637954800,35272784540537447053451,112728580024,10952478263239267,30029152,10455047
13691626,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,57455,1637954784,35272773588059183814184,117005622114,10952340824285795,29999857,10613450
13691625,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,168555,1637954768,35272762635718359528389,104018462148,10952203385332323,29970590,29953132
13691624,0x45a36a8e118C37e4c47eF4Ab827A7C9e579E11E2,45260,1637954746,35272751683514974196066,108838998726,10957416247280843,29941352,9666203
13691623,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,31385,1637954741,35272740726098726915223,117836960667,10951931185678115,29970619,5831153
13691622,0x829BD824B016326A401d083B33D092293333A830,147897,1637954712,35272729774167541237108,105396137038,10962499312459465,29941381,29107657
13691621,0xEEa5B82B61424dF8020f5feDD81767f2d0D25Bfb,22613,1637954706,35272718811668228777643,116853358157,10957011770102623,29970648,3231093
13691620,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,132245,1637954684,35272707854656458675020,107030861882,10962226981042238,29999943,26012657
13691619,0x03e75d7DD38CCE2e20FfEE35EC914C57780A8e29,72678,1637954672,35272696892429477632782,110428048720,10962089542088766,29970676,11297290
13691618,0x829BD824B016326A401d083B33D092293333A830,24438,1637954666,35272685930339935544016,98904558655,10956602199717464,29941438,28924772
13691617,0x829BD824B016326A401d083B33D092293333A830,86774,1637954660,35272674973737735826552,93315948136,10951117535404908,29970705,22165029
13691616,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,86828,1637954657,35272664022620200421644,90460678197,10945635547844091,30000000,18787639
13691615,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,535,1637954656,35272653076984652577553,103383632225,10940156235728643,29999972,0
13691614,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,21858,1637954653,35272642136828416848910,113976279700,10934679597752831,29970705,3843767
13691613,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,104898,1637954629,35272631202148819096079,107697836855,10939883898984409,30000000,21995620
13691612,0x52bc44d5378309EE2abF1539BF71dE1b7d7bE3b5,39845,1637954611,35272620262264920111670,113581879886,10945090742620106,30000000,8783470
13691611,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,129117,1637954591,35272609317174177491564,105352787687,10950300129901937,30000000,24373184
13691610,0xc365c3315cF926351CcAf13fA7D19c8C4058C8E1,9744,1637954589,35272598366874047589627,118378087668,10944818541270111,29999887,1796232
13691609,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,12841,1637954585,35272587422055506319516,132464706872,10939339627888959,30029211,2241088
13691608,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,158361,1637954574,35272576482715878430557,119496351877,10939202188935487,29999916,28022935
13691607,0x829BD824B016326A401d083B33D092293333A830,154685,1637954527,35272565543513689495070,106840319333,10960471921704091,29970649,29186311
13691606,0x3EcEf08D0e2DaD803847E052249bb4F8bFf2D5bB,152098,1637954506,35272554583041767790979,99054602326,10965688822996222,29999944,24431985
13691605,0x829BD824B016326A401d083B33D092293333A830,9400,1637954502,35272543617352944794757,111648256499,10960199724021256,29970677,1462858
13691604,0x03e75d7DD38CCE2e20FfEE35EC914C57780A8e29,96777,1637954487,35272532657153220773501,107106449675,10960062285067784,29999972,20088534
13691603,0x5B56F09e7D6272FC014f8526A5290700c5Bb302b,146642,1637954464,35272521697090935705717,95217192163,10965278986244314,29970705,29954473
13691602,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,35907,1637954457,35272510731811949461403,102773587649,10959790087287284,30000000,6177038
13691601,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,18989,1637954449,35272499772021862174119,113796248717,10954303867148681,29999972,3376421
13691600,0xbCC817f057950b0df41206C5D7125E6225Cae18e,103285,1637954427,35272488817717995025438,108021474180,10959517755224127,29970705,21394228
13691599,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,164528,1637954393,35272477858200239801311,96023116864,10970093298006989,30000000,29994336
13691598,0x52bc44d5378309EE2abF1539BF71dE1b7d7bE3b5,95353,1637954374,35272466888106941794322,93810702370,10975314899531804,29999914,17830007
13691597,0x3EcEf08D0e2DaD803847E052249bb4F8bFf2D5bB,221516,1637954363,35272455912792042262518,83794423771,10975177460578332,29970647,29315362
13691596,0x829BD824B016326A401d083B33D092293333A830,16509,1637954361,35272444937614581684186,91592718102,10969683730740710,29941409,4773740
13691595,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,47399,1637954353,35272433967930850943476,96662018654,10964192682079192,29970676,8698262
13691594,0x537B6bd3caEB0d41540aC1Fd406b9ACDa5670aaD,51647,1637954343,35272423003738168864284,101424996876,10964055243125720,29941438,9346448
13691593,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,77010,1637954324,35272412039682925738564,97670787188,10969273894941262,29970705,19593334
13691592,0x03e75d7DD38CCE2e20FfEE35EC914C57780A8e29,29754,1637954322,35272401070409030797302,106449482637,10963783046297216,30000000,5103818
13691591,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,134714,1637954314,35272390106625984500086,94632523856,10958294877423128,29999887,29984534
13691590,0xab3B229eB4BcFF881275E7EA2F0FD24eeaC8C83a,7181,1637954305,35272379148331107076958,106173441857,10958157438469656,29970620,1954237
13691589,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,23554,1637954302,35272368190173668607302,111907942049,10952672015133795,29999915,8850813
13691588,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,91891,1637954293,35272357237501653473507,112406542612,10952534576180323,29970648,14453562
13691587,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,41580,1637954285,35272346284967077293184,121228546786,10947051897042749,29941410,6255159
13691586,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,64211,1637954277,35272335337915180250435,122808646494,10941571893688063,29912200,13416656
13691585,0x2A20380DcA5bC24D052acfbf79ba23e988ad0050,39498,1637954266,35272324396343286562372,130276937430,10941434454734591,29941409,8104987
13691584,0x829BD824B016326A401d083B33D092293333A830,126180,1637954257,35272313454908831827781,131346753865,10941297015781119,29970676,14008896
13691583,0x829BD824B016326A401d083B33D092293333A830,168456,1637954223,35272302513611816046662,117654951961,10951854747479481,29941438,28908160
13691582,0x829BD824B016326A401d083B33D092293333A830,167140,1637954197,35272291561757068567181,104594822273,10957067439111512,29970705,29954402
13691581,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,31952,1637954182,35272280604689629455669,111089531972,10956930000158040,30000000,7984351
13691580,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,78825,1637954167,35272269647759629297629,112565542458,10956792561204568,29999972,13426493
13691579,0x829BD824B016326A401d083B33D092293333A830,39884,1637954160,35272258690967068093061,119873613424,10951307803987431,29970705,7676720
13691578,0x52bc44d5378309EE2abF1539BF71dE1b7d7bE3b5,148031,1637954130,35272247739659264105630,106570447547,10961875321402515,30000000,29979574
13691577,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,14472,1637954128,35272236777783942703115,118794358989,10956388083580108,30029295,2654618
13691576,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,139245,1637954106,35272225821395859123007,112553667094,10961602989836517,30000000,21653564
13691575,0x829BD824B016326A401d083B33D092293333A830,71543,1637954098,35272214859792869286490,119359464816,10956115884923610,29999914,8157656
13691574,0x829BD824B016326A401d083B33D092293333A830,96537,1637954085,35272203903676984362880,107184138812,10955978445970138,30029238,28659017
